LECROYHDO9204,30429,Waveform
Segments,1,SegmentSize,1002
Segment,TrigTime,TimeSinceSegment1
#1,15-Mar-2019 18:35:19,0                 
Time,Ampl
-2.20726e-08,-0.000244921
-2.20226e-08,-0.000261398
-2.19726e-08,7.91356e-05
-2.19226e-08,0.000123075
-2.18726e-08,-0.000316323
-2.18226e-08,-0.000739244
-2.17726e-08,-0.000634886
-2.17226e-08,-0.000146056
-2.16726e-08,0.00022194
-2.16226e-08,0.000249402
-2.15726e-08,0.000183493
-2.15226e-08,0.000260387
-2.14726e-08,0.000381222
-2.14226e-08,0.000315312
-2.13726e-08,0.000139553
-2.13226e-08,0.00028785
-2.12726e-08,0.000968917
-2.12226e-08,0.00177631
-2.11726e-08,0.00213332
-2.11226e-08,0.00202347
-2.10726e-08,0.00177631
-2.10226e-08,0.00143578
-2.09726e-08,0.000787665
-2.09226e-08,-6.36688e-05
-2.08726e-08,-0.000640379
-2.08226e-08,-0.000656856
-2.07726e-08,-0.00031083
-2.07226e-08,5.71657e-05
-2.06726e-08,0.00033179
-2.06226e-08,0.000556981
-2.05726e-08,0.000738233
-2.05226e-08,0.000765695
-2.04726e-08,0.000524026
-2.04226e-08,0.000123075
-2.03726e-08,-0.000102116
-2.03226e-08,0.00011209
-2.02726e-08,0.000606413
-2.02226e-08,0.000875545
-2.01726e-08,0.000716263
-2.01226e-08,0.000403192
-2.00726e-08,0.000271372
-2.00226e-08,0.000348267
-1.99726e-08,0.000567966
-1.99226e-08,0.00088653
-1.98726e-08,0.00114468
-1.98226e-08,0.00103483
-1.97726e-08,0.000480086
-1.97226e-08,-0.000135071
-1.96726e-08,-0.000316323
-1.96226e-08,-6.36688e-05
-1.95726e-08,0.000227433
-1.95226e-08,0.00026588
-1.94726e-08,6.26582e-05
-1.94226e-08,-0.000195488
-1.93726e-08,-0.0003328
-1.93226e-08,-0.000228443
-1.92726e-08,-5.81763e-05
-1.92226e-08,-9.11312e-05
-1.91726e-08,-0.000305338
-1.91226e-08,-0.0003328
-1.90726e-08,3.51958e-05
-1.90226e-08,0.000535011
-1.89726e-08,0.000710771
-1.89226e-08,0.000425162
-1.88726e-08,-4.16989e-05
-1.88226e-08,-0.000305338
-1.87726e-08,-0.000211966
-1.87226e-08,0.000145045
-1.86726e-08,0.000567966
-1.86226e-08,0.000892022
-1.85726e-08,0.000941455
-1.85226e-08,0.000611906
-1.84726e-08,-1.42365e-05
-1.84226e-08,-0.000568977
-1.83726e-08,-0.000607424
-1.83226e-08,-8.74402e-06
-1.82726e-08,0.000826113
-1.82226e-08,0.00136987
-1.81726e-08,0.00149619
-1.81226e-08,0.00138635
-1.80726e-08,0.00108975
-1.80226e-08,0.000556981
-1.79726e-08,9.01206e-05
-1.79226e-08,0.000167015
-1.78726e-08,0.000743725
-1.78226e-08,0.00123256
-1.77726e-08,0.00125453
-1.77226e-08,0.000924977
-1.76726e-08,0.000502056
-1.76226e-08,0.00015603
-1.75726e-08,-1.9729e-05
-1.75226e-08,-4.16989e-05
-1.74726e-08,-4.16989e-05
-1.74226e-08,-3.25155e-06
-1.73726e-08,0.000282357
-1.73226e-08,0.000892022
-1.72726e-08,0.00135888
-1.72226e-08,0.00106778
-1.71726e-08,0.000167015
-1.71226e-08,-0.000404202
-1.70726e-08,2.24093e-06
-1.70226e-08,0.0009085
-1.69726e-08,0.0013479
-1.69226e-08,0.00108426
-1.68726e-08,0.000721755
-1.68226e-08,0.000710771
-1.67726e-08,0.00084259
-1.67226e-08,0.000853575
-1.66726e-08,0.000919485
-1.66226e-08,0.00118862
-1.65726e-08,0.00136987
-1.65226e-08,0.00113918
-1.64726e-08,0.000683308
-1.64226e-08,0.000430654
-1.63726e-08,0.000463609
-1.63226e-08,0.000507549
-1.62726e-08,0.000326297
-1.62226e-08,-8.74402e-06
-1.61726e-08,-0.00031083
-1.61226e-08,-0.000327308
-1.60726e-08,5.71657e-05
-1.60226e-08,0.000617398
-1.59726e-08,0.0009085
-1.59226e-08,0.00075471
-1.58726e-08,0.000364744
-1.58226e-08,1.32259e-05
-1.57726e-08,-0.000250413
-1.57226e-08,-0.000431665
-1.56726e-08,-0.000338293
-1.56226e-08,0.000260387
-1.55726e-08,0.00118862
-1.55226e-08,0.00184771
-1.54726e-08,0.00164998
-1.54226e-08,0.000688801
-1.53726e-08,-0.000255906
-1.53226e-08,-0.000448142
-1.52726e-08,7.91356e-05
-1.52226e-08,0.000589936
-1.51726e-08,0.000578951
-1.51226e-08,0.000375729
-1.50726e-08,0.000650353
-1.50226e-08,0.0013479
-1.49726e-08,0.00161703
-1.49226e-08,0.000963424
-1.48726e-08,-6.91613e-05
-1.48226e-08,-0.00048659
-1.47726e-08,4.61808e-05
-1.47226e-08,0.000996379
-1.46726e-08,0.00158407
-1.46226e-08,0.00146873
-1.45726e-08,0.0009085
-1.45226e-08,0.000474594
-1.44726e-08,0.000458117
-1.44226e-08,0.000650353
-1.43726e-08,0.000666831
-1.43226e-08,0.000408684
-1.42726e-08,0.000139553
-1.42226e-08,8.46281e-05
-1.41726e-08,0.000293342
-1.41226e-08,0.000661338
-1.40726e-08,0.000979902
-1.40226e-08,0.000974409
-1.39726e-08,0.000655846
-1.39226e-08,0.000375729
-1.38726e-08,0.00030982
-1.38226e-08,0.000232925
-1.37726e-08,-0.000140563
-1.37226e-08,-0.000623902
-1.36726e-08,-0.000816138
-1.36226e-08,-0.000541514
-1.35726e-08,-8.74402e-06
-1.35226e-08,0.000491071
-1.34726e-08,0.00082062
-1.34226e-08,0.00088653
-1.33726e-08,0.000529519
-1.33226e-08,-0.000107609
-1.32726e-08,-0.000475605
-1.32226e-08,-0.000189996
-1.31726e-08,0.000540504
-1.31226e-08,0.00120509
-1.30726e-08,0.00146324
-1.30226e-08,0.00123805
-1.29726e-08,0.000666831
-1.29226e-08,0.000139553
-1.28726e-08,5.71657e-05
-1.28226e-08,0.000463609
-1.27726e-08,0.000990887
-1.27226e-08,0.00121059
-1.26726e-08,0.000985394
-1.26226e-08,0.000513041
-1.25726e-08,6.26582e-05
-1.25226e-08,-0.000200981
-1.24726e-08,-0.000299845
-1.24226e-08,-0.000277875
-1.23726e-08,-0.000107609
-1.23226e-08,0.000216448
-1.22726e-08,0.000545996
-1.22226e-08,0.000694293
-1.21726e-08,0.000738233
-1.21226e-08,0.00088653
-1.20726e-08,0.00107327
-1.20226e-08,0.000903007
-1.19726e-08,0.00026588
-1.19226e-08,-0.000371248
-1.18726e-08,-0.000503067
-1.18226e-08,-0.000195488
-1.17726e-08,0.00011209
-1.17226e-08,0.00024391
-1.16726e-08,0.000397699
-1.16226e-08,0.000650353
-1.15726e-08,0.000738233
-1.15226e-08,0.000375729
-1.14726e-08,-0.000244921
-1.14226e-08,-0.000662349
-1.13726e-08,-0.000645871
-1.13226e-08,-0.00037674
-1.12726e-08,-0.000124086
-1.12226e-08,0.000145045
-1.11726e-08,0.000600921
-1.11226e-08,0.00106778
-1.10726e-08,0.000968917
-1.10226e-08,2.24093e-06
-1.09726e-08,-0.00123906
-1.09226e-08,-0.0016455
-1.08726e-08,-0.000821631
-1.08226e-08,0.000496564
-1.07726e-08,0.00132044
-1.07226e-08,0.00139733
-1.06726e-08,0.00117763
-1.06226e-08,0.000957932
-1.05726e-08,0.000606413
-1.05226e-08,0.000150538
-1.04726e-08,-8.56387e-05
-1.04226e-08,1.32259e-05
-1.03726e-08,7.36431e-05
-1.03226e-08,-0.000189996
-1.02726e-08,-0.000508559
-1.02226e-08,-0.00039871
-1.01726e-08,0.00013406
-1.01226e-08,0.000589936
-1.00726e-08,0.000529519
-1.00226e-08,-2.52215e-05
-9.9726e-09,-0.000651364
-9.9226e-09,-0.000904018
-9.8726e-09,-0.000662349
-9.8226e-09,-0.000211966
-9.7726e-09,6.81507e-05
-9.7226e-09,0.000101106
-9.6726e-09,9.01206e-05
-9.6226e-09,0.000194478
-9.5726e-09,0.000430654
-9.5226e-09,0.000749218
-9.4726e-09,0.000990887
-9.4226e-09,0.000979902
-9.3726e-09,0.000771188
-9.3226e-09,0.000661338
-9.2726e-09,0.000738233
-9.2226e-09,0.000721755
-9.1726e-09,0.000392207
-9.1226e-09,-5.26838e-05
-9.0726e-09,-0.000129579
-9.0226e-09,0.000359252
-8.9726e-09,0.00114468
-8.9226e-09,0.00164998
-8.8726e-09,0.00144127
-8.8226e-09,0.000710771
-8.7726e-09,0.00015603
-8.7226e-09,0.000232925
-8.6726e-09,0.000622891
-8.6226e-09,0.000688801
-8.5726e-09,0.000260387
-8.5226e-09,-0.000195488
-8.4726e-09,-0.000189996
-8.4226e-09,0.000271372
-8.3726e-09,0.000694293
-8.3226e-09,0.000672323
-8.2726e-09,0.000205463
-8.2226e-09,-0.000393217
-8.1726e-09,-0.000904018
-8.1226e-09,-0.00124455
-8.0726e-09,-0.00128849
-8.0226e-09,-0.000898525
-7.9726e-09,-0.00026689
-7.9226e-09,0.000188985
-7.8726e-09,0.000320805
-7.8226e-09,0.000408684
-7.7726e-09,0.000578951
-7.7226e-09,0.000562474
-7.6726e-09,0.000128568
-7.6226e-09,-0.00042068
-7.5726e-09,-0.000453635
-7.5226e-09,0.00022194
-7.4726e-09,0.00106229
-7.4226e-09,0.0013479
-7.3726e-09,0.00093047
-7.3226e-09,0.000348267
-7.2726e-09,0.000167015
-7.2226e-09,0.000370237
-7.1726e-09,0.000650353
-7.1226e-09,0.000853575
-7.0726e-09,0.00102933
-7.0226e-09,0.00107327
-6.9726e-09,0.00073274
-6.9226e-09,0.000106598
-6.8726e-09,-0.000299845
-6.8226e-09,-0.000124086
-6.7726e-09,0.000337282
-6.7226e-09,0.000633876
-6.6726e-09,0.000793158
-6.6226e-09,0.00104581
-6.5726e-09,0.00122157
-6.5226e-09,0.000935962
-6.4726e-09,0.00030982
-6.4226e-09,-5.81763e-05
-6.3726e-09,0.000260387
-6.3226e-09,0.00101835
-6.2726e-09,0.00154563
-6.2226e-09,0.00140832
-6.1726e-09,0.000831605
-6.1226e-09,0.000529519
-6.0726e-09,0.000831605
-6.0226e-09,0.0013479
-5.9726e-09,0.00147972
-5.9226e-09,0.00113369
-5.8726e-09,0.000611906
-5.8226e-09,0.000216448
-5.7726e-09,9.5613e-05
-5.7226e-09,0.000188985
-5.6726e-09,0.00030982
-5.6226e-09,0.000408684
-5.5726e-09,0.000589936
-5.5226e-09,0.000721755
-5.4726e-09,0.000436147
-5.4226e-09,-0.0003328
-5.3726e-09,-0.00103584
-5.3226e-09,-0.00112372
-5.2726e-09,-0.000596439
-5.2226e-09,7.36431e-05
-5.1726e-09,0.000480086
-5.1226e-09,0.000545996
-5.0726e-09,0.000430654
-5.0226e-09,0.000260387
-4.9726e-09,0.000128568
-4.9226e-09,0.00011209
-4.8726e-09,0.000161523
-4.8226e-09,0.00013406
-4.7726e-09,2.97033e-05
-4.7226e-09,3.51958e-05
-4.6726e-09,0.000227433
-4.6226e-09,0.000463609
-4.5726e-09,0.000595429
-4.5226e-09,0.000749218
-4.4726e-09,0.00107327
-4.4226e-09,0.00139733
-4.3726e-09,0.00140282
-4.3226e-09,0.00111721
-4.2726e-09,0.000892022
-4.2226e-09,0.000946947
-4.1726e-09,0.00111172
-4.1226e-09,0.00122706
-4.0726e-09,0.0013479
-4.0226e-09,0.00150718
-3.9726e-09,0.00145225
-3.9226e-09,0.0010513
-3.8726e-09,0.000617398
-3.8226e-09,0.000507549
-3.7726e-09,0.000666831
-3.7226e-09,0.00082062
-3.6726e-09,0.00077668
-3.6226e-09,0.000447132
-3.5726e-09,-8.01462e-05
-3.5226e-09,-0.000360263
-3.4726e-09,-4.71914e-05
-3.4226e-09,0.000567966
-3.3726e-09,0.000826113
-3.3226e-09,0.000556981
-3.2726e-09,0.00028785
-3.2226e-09,0.000513041
-3.1726e-09,0.00102933
-3.1226e-09,0.00112271
-3.0726e-09,0.000502056
-3.0226e-09,-0.000305338
-2.9726e-09,-0.000585454
-2.9226e-09,-0.00031083
-2.8726e-09,-8.74402e-06
-2.8226e-09,-2.52215e-05
-2.7726e-09,-7.46538e-05
-2.7226e-09,0.000320805
-2.6726e-09,0.00118862
-2.6226e-09,0.00208389
-2.5726e-09,0.00260568
-2.5226e-09,0.00287481
-2.4726e-09,0.00351743
-2.4226e-09,0.00520911
-2.3726e-09,0.00803224
-2.3226e-09,0.0111904
-2.2726e-09,0.0137554
-2.2226e-09,0.0158535
-2.1726e-09,0.0185778
-2.1226e-09,0.022483
-2.0726e-09,0.0267945
-2.0226e-09,0.030491
-1.9726e-09,0.0338139
-1.9226e-09,0.0377795
-1.8726e-09,0.0425689
-1.8226e-09,0.0472156
-1.7726e-09,0.0510383
-1.7226e-09,0.0543338
-1.6726e-09,0.0574645
-1.6226e-09,0.0603371
-1.5726e-09,0.0629845
-1.5226e-09,0.0659065
-1.4726e-09,0.0693997
-1.4226e-09,0.0731126
-1.3726e-09,0.0765564
-1.3226e-09,0.0796981
-1.2726e-09,0.0828233
-1.2226e-09,0.0861243
-1.1726e-09,0.0894967
-1.1226e-09,0.092556
-1.0726e-09,0.0949891
-1.0226e-09,0.0970543
-9.72598e-10,0.099504
-9.22598e-10,0.102904
-8.72598e-10,0.106935
-8.22598e-10,0.110868
-7.72598e-10,0.114586
-7.22598e-10,0.118524
-6.72598e-10,0.122644
-6.22598e-10,0.126395
-5.72598e-10,0.129658
-5.22598e-10,0.132909
-4.72598e-10,0.136331
-4.22598e-10,0.139594
-3.72598e-10,0.142516
-3.22598e-10,0.145339
-2.72598e-10,0.148316
-2.22598e-10,0.151304
-1.72598e-10,0.153869
-1.22598e-10,0.155796
-7.25978e-11,0.157532
-2.25978e-11,0.159921
2.74022e-11,0.163167
7.74022e-11,0.166413
1.27402e-10,0.16883
1.77402e-10,0.170675
2.27402e-10,0.172576
2.77402e-10,0.174361
3.27402e-10,0.175344
3.77402e-10,0.175377
4.27402e-10,0.17485
4.77402e-10,0.173806
5.27402e-10,0.172038
5.77402e-10,0.169956
6.27402e-10,0.168418
6.77402e-10,0.167402
7.27402e-10,0.165776
7.77402e-10,0.162805
8.27402e-10,0.159152
8.77402e-10,0.155967
9.27402e-10,0.153533
9.77402e-10,0.15138
1.0274e-09,0.149172
1.0774e-09,0.146937
1.1274e-09,0.144718
1.1774e-09,0.142395
1.2274e-09,0.140088
1.2774e-09,0.1381
1.3274e-09,0.13649
1.3774e-09,0.135128
1.4274e-09,0.134035
1.4774e-09,0.133244
1.5274e-09,0.132486
1.5774e-09,0.131426
1.6274e-09,0.130245
1.6774e-09,0.129421
1.7274e-09,0.128927
1.7774e-09,0.128367
1.8274e-09,0.127785
1.8774e-09,0.127735
1.9274e-09,0.128526
1.9774e-09,0.129762
2.0274e-09,0.130976
2.0774e-09,0.132146
2.1274e-09,0.133513
2.1774e-09,0.13509
2.2274e-09,0.136737
2.2774e-09,0.138418
2.3274e-09,0.140209
2.3774e-09,0.142065
2.4274e-09,0.143801
2.4774e-09,0.145157
2.5274e-09,0.146102
2.5774e-09,0.146921
2.6274e-09,0.147909
2.6774e-09,0.148942
2.7274e-09,0.149562
2.7774e-09,0.149491
2.8274e-09,0.149063
2.8774e-09,0.14892
2.9274e-09,0.149337
2.9774e-09,0.149947
3.0274e-09,0.150254
3.0774e-09,0.150123
3.1274e-09,0.149518
3.1774e-09,0.148376
3.2274e-09,0.146937
3.2774e-09,0.145833
3.3274e-09,0.14546
3.3774e-09,0.145531
3.4274e-09,0.145487
3.4774e-09,0.145015
3.5274e-09,0.143878
3.5774e-09,0.14195
3.6274e-09,0.139533
3.6774e-09,0.137265
3.7274e-09,0.135507
3.7774e-09,0.13426
3.8274e-09,0.133541
3.8774e-09,0.133338
3.9274e-09,0.133283
3.9774e-09,0.132871
4.0274e-09,0.132267
4.0774e-09,0.132195
4.1274e-09,0.133003
4.1774e-09,0.134299
4.2274e-09,0.135524
4.2774e-09,0.136287
4.3274e-09,0.136353
4.3774e-09,0.135754
4.4274e-09,0.13498
4.4774e-09,0.134508
4.5274e-09,0.134365
4.5774e-09,0.134332
4.6274e-09,0.134211
4.6774e-09,0.133783
4.7274e-09,0.132931
4.7774e-09,0.13191
4.8274e-09,0.131174
4.8774e-09,0.130756
4.9274e-09,0.130223
4.9774e-09,0.129295
5.0274e-09,0.128274
5.0774e-09,0.127625
5.1274e-09,0.127444
5.1774e-09,0.127362
5.2274e-09,0.127021
5.2774e-09,0.126412
5.3274e-09,0.125769
5.3774e-09,0.125352
5.4274e-09,0.125308
5.4774e-09,0.125577
5.5274e-09,0.125769
5.5774e-09,0.125516
5.6274e-09,0.124978
5.6774e-09,0.124643
5.7274e-09,0.124511
5.7774e-09,0.124066
5.8274e-09,0.123155
5.8774e-09,0.122254
5.9274e-09,0.121836
5.9774e-09,0.121798
6.0274e-09,0.121787
6.0774e-09,0.121584
6.1274e-09,0.121232
6.1774e-09,0.120903
6.2274e-09,0.120815
6.2774e-09,0.121056
6.3274e-09,0.121435
6.3774e-09,0.121578
6.4274e-09,0.121331
6.4774e-09,0.120743
6.5274e-09,0.11992
6.5774e-09,0.119013
6.6274e-09,0.118217
6.6774e-09,0.11747
6.7274e-09,0.116448
6.7774e-09,0.114927
6.8274e-09,0.113076
6.8774e-09,0.111219
6.9274e-09,0.109555
6.9774e-09,0.108105
7.0274e-09,0.106705
7.0774e-09,0.105161
7.1274e-09,0.103371
7.1774e-09,0.101388
7.2274e-09,0.099504
7.2774e-09,0.0981473
7.3274e-09,0.0976365
7.3774e-09,0.0979496
7.4274e-09,0.0987021
7.4774e-09,0.0992348
7.5274e-09,0.0989327
7.5774e-09,0.0977079
7.6274e-09,0.0963128
7.6774e-09,0.0958679
7.7274e-09,0.0968181
7.7774e-09,0.0984824
7.8274e-09,0.0996962
7.8774e-09,0.0997566
7.9274e-09,0.0988174
7.9774e-09,0.0976091
8.0274e-09,0.096906
8.0774e-09,0.0969829
8.1274e-09,0.0974388
8.1774e-09,0.0977683
8.2274e-09,0.0977958
8.2774e-09,0.0975596
8.3274e-09,0.0971532
8.3774e-09,0.0968291
8.4274e-09,0.0970214
8.4774e-09,0.0978562
8.5274e-09,0.098724
8.5774e-09,0.0988339
8.6274e-09,0.0981968
8.6774e-09,0.0975047
8.7274e-09,0.0972685
8.7774e-09,0.0974333
8.8274e-09,0.0979661
8.8774e-09,0.0988668
8.9274e-09,0.099806
8.9774e-09,0.100311
9.0274e-09,0.100416
9.0774e-09,0.100515
9.1274e-09,0.10085
9.1774e-09,0.101426
9.2274e-09,0.102195
9.2774e-09,0.102937
9.3274e-09,0.103261
9.3774e-09,0.103129
9.4274e-09,0.103239
9.4774e-09,0.104266
9.5274e-09,0.106024
9.5774e-09,0.107688
9.6274e-09,0.108715
9.6774e-09,0.109165
9.7274e-09,0.109385
9.7774e-09,0.109561
9.8274e-09,0.109627
9.8774e-09,0.109374
9.9274e-09,0.108676
9.9774e-09,0.107721
1.00274e-08,0.107023
1.00774e-08,0.106864
1.01274e-08,0.106699
1.01774e-08,0.105606
1.02274e-08,0.103535
1.02774e-08,0.101514
1.03274e-08,0.100333
1.03774e-08,0.0996028
1.04274e-08,0.0983615
1.04774e-08,0.0964117
1.05274e-08,0.0944729
1.05774e-08,0.0930723
1.06274e-08,0.0919079
1.06774e-08,0.0905732
1.07274e-08,0.0892934
1.07774e-08,0.0884092
1.08274e-08,0.0876292
1.08774e-08,0.0863385
1.09274e-08,0.0845534
1.09774e-08,0.0829551
1.10274e-08,0.0819939
1.10774e-08,0.0813733
1.11274e-08,0.0805055
1.11774e-08,0.0794015
1.12274e-08,0.0785666
1.12774e-08,0.078281
1.13274e-08,0.0784348
1.13774e-08,0.0788962
1.14274e-08,0.0795223
1.14774e-08,0.0798024
1.15274e-08,0.0792477
1.15774e-08,0.0781217
1.16274e-08,0.0773198
1.16774e-08,0.0772704
1.17274e-08,0.0774462
1.17774e-08,0.077199
1.18274e-08,0.0766168
1.18774e-08,0.0761829
1.19274e-08,0.0760621
1.19774e-08,0.0761335
1.20274e-08,0.0763477
1.20774e-08,0.0767981
1.21274e-08,0.0775011
1.21774e-08,0.0782755
1.22274e-08,0.0787479
1.22774e-08,0.0785282
1.23274e-08,0.0776769
1.23774e-08,0.0767981
1.24274e-08,0.0763751
1.24774e-08,0.0762433
1.25274e-08,0.0759852
1.25774e-08,0.0755897
1.26274e-08,0.0753096
1.26774e-08,0.0750624
1.27274e-08,0.0745242
1.27774e-08,0.0735575
1.28274e-08,0.0724206
1.28774e-08,0.0713825
1.29274e-08,0.0705366
1.29774e-08,0.0698116
1.30274e-08,0.0692129
1.30774e-08,0.0688779
1.31274e-08,0.0688614
1.31774e-08,0.0689548
1.32274e-08,0.0687955
1.32774e-08,0.0680815
1.33274e-08,0.0669391
1.33774e-08,0.0659834
1.34274e-08,0.0658516
1.34774e-08,0.0664338
1.35274e-08,0.0669171
1.35774e-08,0.0666589
1.36274e-08,0.0658241
1.36774e-08,0.0651375
1.37274e-08,0.065165
1.37774e-08,0.0657966
1.38274e-08,0.0663788
1.38774e-08,0.0663239
1.39274e-08,0.0656648
1.39774e-08,0.0649343
1.40274e-08,0.0646926
1.40774e-08,0.0650002
1.41274e-08,0.0653243
1.41774e-08,0.065165
1.42274e-08,0.0646762
1.42774e-08,0.0643246
1.43274e-08,0.0640555
1.43774e-08,0.0634458
1.44274e-08,0.0626
1.44774e-08,0.0621771
1.45274e-08,0.0624847
1.45774e-08,0.0631438
1.46274e-08,0.0636106
1.46774e-08,0.0636436
1.47274e-08,0.0632042
1.47774e-08,0.0623199
1.48274e-08,0.0613148
1.48774e-08,0.0607381
1.49274e-08,0.0609632
1.49774e-08,0.0616059
1.50274e-08,0.0616718
1.50774e-08,0.0605678
1.51274e-08,0.0587827
1.51774e-08,0.0573602
1.52274e-08,0.0568
1.52774e-08,0.0566571
1.53274e-08,0.0562068
1.53774e-08,0.0552071
1.54274e-08,0.0539054
1.54774e-08,0.0525323
1.55274e-08,0.0511317
1.55774e-08,0.0500003
1.56274e-08,0.0495499
1.56774e-08,0.0496817
1.57274e-08,0.0497256
1.57774e-08,0.0492148
1.58274e-08,0.0484129
1.58774e-08,0.0478307
1.59274e-08,0.0475341
1.59774e-08,0.0472211
1.60274e-08,0.0468476
1.60774e-08,0.0466004
1.61274e-08,0.0463752
1.61774e-08,0.0458809
1.62274e-08,0.0452273
1.62774e-08,0.0448209
1.63274e-08,0.0446945
1.63774e-08,0.0445188
1.64274e-08,0.0442606
1.64774e-08,0.0442881
1.65274e-08,0.0446341
1.65774e-08,0.0447934
1.66274e-08,0.0444309
1.66774e-08,0.0438157
1.67274e-08,0.0434313
1.67774e-08,0.0435411
1.68274e-08,0.043964
1.68774e-08,0.0440739
1.69274e-08,0.043261
1.69774e-08,0.0418769
1.70274e-08,0.041042
1.70774e-08,0.0413496
1.71274e-08,0.0422559
1.71774e-08,0.042871
1.72274e-08,0.042871
1.72774e-08,0.0423438
1.73274e-08,0.0414814
1.73774e-08,0.0406081
1.74274e-08,0.0401358
1.74774e-08,0.0401303
1.75274e-08,0.0400314
1.75774e-08,0.0393449
1.76274e-08,0.0384386
1.76774e-08,0.0380431
1.77274e-08,0.0382738
1.77774e-08,0.0386638
1.78274e-08,0.0389494
1.78774e-08,0.0392954
1.79274e-08,0.0396799
1.79774e-08,0.0397183
1.80274e-08,0.0390977
1.80774e-08,0.0381036
1.81274e-08,0.0375818
1.81774e-08,0.0380376
1.82274e-08,0.0391142
1.82774e-08,0.0400424
1.83274e-08,0.040317
1.83774e-08,0.0399216
1.84274e-08,0.039268
1.84774e-08,0.0389055
1.85274e-08,0.0389274
1.85774e-08,0.0388231
1.86274e-08,0.0382683
1.86774e-08,0.0376971
1.87274e-08,0.0376806
1.87774e-08,0.03812
1.88274e-08,0.0384331
1.88774e-08,0.0382628
1.89274e-08,0.0377465
1.89774e-08,0.0372522
1.90274e-08,0.0369941
1.90774e-08,0.0369282
1.91274e-08,0.0368183
1.91774e-08,0.0364998
1.92274e-08,0.0360713
1.92774e-08,0.0357693
1.93274e-08,0.0358187
1.93774e-08,0.0362087
1.94274e-08,0.0366261
1.94774e-08,0.0367249
1.95274e-08,0.0365217
1.95774e-08,0.0364833
1.96274e-08,0.0369117
1.96774e-08,0.0373566
1.97274e-08,0.0371094
1.97774e-08,0.0363679
1.98274e-08,0.0361922
1.98774e-08,0.0371918
1.99274e-08,0.0387297
1.99774e-08,0.0398117
2.00274e-08,0.0402841
2.00774e-08,0.0406795
2.01274e-08,0.0412233
2.01774e-08,0.0415199
2.02274e-08,0.0413002
2.02774e-08,0.0408992
2.03274e-08,0.0407564
2.03774e-08,0.0409047
2.04274e-08,0.0411793
2.04774e-08,0.0414869
2.05274e-08,0.0417506
2.05774e-08,0.041811
2.06274e-08,0.0415309
2.06774e-08,0.0410201
2.07274e-08,0.0404818
2.07774e-08,0.039982
2.08274e-08,0.0393668
2.08774e-08,0.0384606
2.09274e-08,0.0373566
2.09774e-08,0.0363844
2.10274e-08,0.0357198
2.10774e-08,0.035209
2.11274e-08,0.0346103
2.11774e-08,0.0338743
2.12274e-08,0.0329516
2.12774e-08,0.0318092
2.13274e-08,0.0306448
2.13774e-08,0.0298319
2.14274e-08,0.0292991
2.14774e-08,0.0285412
2.15274e-08,0.0273438
2.15774e-08,0.0262453
2.16274e-08,0.0258498
2.16774e-08,0.0261574
2.17274e-08,0.0265968
2.17774e-08,0.0265474
2.18274e-08,0.0259157
2.18774e-08,0.0252127
2.19274e-08,0.0251193
2.19774e-08,0.0258114
2.20274e-08,0.0268055
2.20774e-08,0.0274372
2.21274e-08,0.0273822
2.21774e-08,0.0267122
2.22274e-08,0.025718
2.22774e-08,0.0246964
2.23274e-08,0.0239714
2.23774e-08,0.0238066
2.24274e-08,0.0241472
2.24774e-08,0.024625
