LECROYHDO9204,30429,Waveform
Segments,1,SegmentSize,1002
Segment,TrigTime,TimeSinceSegment1
#1,15-Mar-2019 18:35:19,0                 
Time,Ampl
2.25274e-08,0.0247898
2.25774e-08,0.0243504
2.26274e-08,0.0232519
2.26774e-08,0.0217195
2.27274e-08,0.0202146
2.27774e-08,0.0192094
2.28274e-08,0.0188909
2.28774e-08,0.0190831
2.29274e-08,0.0192149
2.29774e-08,0.0187041
2.30274e-08,0.0175892
2.30774e-08,0.0166225
2.31274e-08,0.0163588
2.31774e-08,0.0165895
2.32274e-08,0.0167818
2.32774e-08,0.0166939
2.33274e-08,0.0163533
2.33774e-08,0.0158261
2.34274e-08,0.0152109
2.34774e-08,0.0148319
2.35274e-08,0.0149418
2.35774e-08,0.0154086
2.36274e-08,0.0159085
2.36774e-08,0.0163314
2.37274e-08,0.0167488
2.37774e-08,0.0171388
2.38274e-08,0.0173695
2.38774e-08,0.0173969
2.39274e-08,0.0174079
2.39774e-08,0.0178143
2.40274e-08,0.0188689
2.40774e-08,0.020253
2.41274e-08,0.0211867
2.41774e-08,0.0211757
2.42274e-08,0.0205551
2.42774e-08,0.0201486
2.43274e-08,0.020253
2.43774e-08,0.0204562
2.44274e-08,0.0204343
2.44774e-08,0.0204343
2.45274e-08,0.0208187
2.45774e-08,0.0214943
2.46274e-08,0.0219722
2.46774e-08,0.0219447
2.47274e-08,0.0216206
2.47774e-08,0.0214229
2.48274e-08,0.0214943
2.48774e-08,0.0215932
2.49274e-08,0.0212966
2.49774e-08,0.0203519
2.50274e-08,0.0192314
